RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,ICESArea,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,Cal_Distance,Cal_DoorSpread,Cal_WingSpread,BeamWidth,DSflag,WSflag,DistanceFlag,SweptAreaDSKM2,SweptAreaWSKM2,SweptAreaBWKM2,DateofCalculation
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60023,124,2024,2,7,1111,-9,30,D,59.2317,0.9057,59.2642,0.9045,,-9,115,V,-9,1,1,R,3,-9,-9,3635,328,-9,-9,4.5,1075,107.2,19.3,-9,-9,-9,345,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3635,107.2,19.3,-9,O,O,O,0.389672,0.0701555,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,41E929,29,2023,2,6,1455,-9,30,D,56.1750,-0.4346,56.206,-0.4415,,-9,66,V,41E929,1,1,R,4.9,-9,-9,3489,301,-9,-9,4.5,1200,78,-9,180,0.8,210,353,-9,-9,-9,-9,-9,-9,270,4,-9,0.5,7.8,7.6,35.02,35.06,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3489,78,18.9012,-9,O,C,O,0.272142,0.0659463,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,40F130,30,2023,2,7,743,-9,20,D,55.7086,1.3385,55.7311,1.3265,,-9,78,V,40F130,1,1,R,4.7,-9,-9,2621,379,-9,-9,4.5,1200,81,-9,180,0.8,210,341,-9,-9,-9,-9,-9,-9,225,4,-9,1,7.9,7.9,35.12,35.2,-9,-9,20,-9,-9,-9,0,-9,-9,-9,2621,81,19.4739,-9,O,C,O,0.212301,0.0510411,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,40F131,31,2023,2,7,1021,-9,30,D,55.8346,1.7855,55.866,1.7571,,-9,86,V,40F131,1,1,R,4.4,-9,-9,3929,380,-9,-9,4.5,1200,87,-9,180,0.8,210,332,-9,-9,-9,-9,-9,-9,225,4,225,1,7.7,7.7,35.18,35.18,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3929,87,20.6193,-9,O,C,O,0.341823,0.0810132,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,41F132,32,2023,2,7,1253,-9,30,D,56.1385,1.5288,56.1666,1.5538,,-9,84,V,41F132,1,1,R,4.5,-9,-9,3477,380,-9,-9,4.5,1200,84,-9,180,0.8,210,24,-9,-9,-9,-9,-9,-9,225,7,225,1.5,8.1,7.9,35.05,35.21,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3477,84,20.0466,-9,O,C,O,0.292068,0.069702,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,41F133,33,2023,2,7,1503,-9,30,D,56.3543,1.5811,56.372,1.53,,-9,96,V,41F133,1,1,R,4.5,-9,-9,3720,400,-9,-9,4.5,1200,88,-9,180,0.8,210,301,-9,-9,-9,-9,-9,-9,225,7,225,1.5,7.9,7.9,35.26,35.26,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3720,88,20.8102,-9,O,C,O,0.32736,0.0774139,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,39F034,34,2023,2,8,730,-9,30,D,55.1520,0.7415,55.1215,0.7533,,-9,77,V,39F034,1,1,R,5.3,-9,-9,3496,350,-9,-9,4.5,1200,68,-9,180,0.8,210,172,-9,-9,-9,-9,-9,-9,203,7,225,1,7.1,7.1,34.95,34.96,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3496,68,16.9922,-9,O,C,O,0.237728,0.0594047,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,38F135,35,2023,2,8,1108,-9,30,D,54.7296,1.3276,54.705,1.3486,,-9,33,V,38F135,1,1,R,5.9,-9,-9,3034,180,-9,-9,4.5,1200,60,-9,180,0.8,210,154,-9,-9,-9,-9,-9,-9,180,9,-9,1.5,6.6,6.6,34.88,34.88,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3034,60,15.465,-9,O,C,O,0.18204,0.0469208,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,33F436,36,2023,2,13,1038,-9,30,D,52.2210,4.2828,52.2521,4.2968,,-9,18,V,33F436,1,1,R,6.3,-9,-9,3646,140,-9,-9,4.5,1200,56,-9,180,0.8,210,11,-9,-9,-9,-9,-9,-9,359,1,-9,0.5,6.7,6.5,28.33,30.02,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3646,56,14.7014,-9,O,C,O,0.204176,0.0536013,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,33F337,37,2023,2,13,1315,-9,30,D,52.4493,3.9185,52.4748,3.889,,-9,27,V,33F337,1,1,R,6.1,-9,-9,3470,150,-9,-9,4.5,1200,63,-9,180,0.8,210,324,-9,-9,-9,-9,-9,-9,135,2,-9,0.5,7.1,7,34.35,34.48,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3470,63,16.0377,-9,O,C,O,0.21861,0.0556508,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,34F438,38,2023,2,13,1622,-9,30,D,52.7033,4.3873,52.7333,4.4,,-9,22,V,34F438,1,1,R,5.7,-9,-9,-9,140,-9,-9,4.5,1200,64,-9,180,0.8,210,164,-9,-9,-9,-9,-9,-9,359,1,-9,0.5,6.7,6.9,31.85,33.56,-9,-9,20,-9,-9,-9,0,-9,-9,-9,34,64,16.2286,-9,O,C,C,0.00217381,0.000551217,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,35F439,39,2023,2,14,1606,-9,30,D,53.0250,4.3040,53.0558,4.3123,,-9,33,V,35F439,1,1,R,6.3,-9,-9,3463,160,-9,-9,4.5,1200,66,-9,180,0.8,210,12,-9,-9,-9,-9,-9,-9,203,2,-9,-9,7.2,7.3,34.57,34.77,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3463,66,16.6104,-9,O,C,O,0.228558,0.0575218,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,40F340,40,2023,2,15,717,-9,30,D,55.7446,3.4380,55.742,3.3818,,-9,53,V,40F340,1,1,R,5.1,-9,-9,3538,280,-9,-9,4.5,1200,68,-9,180,0.8,210,266,-9,-9,-9,-9,-9,-9,180,9,-9,1,7.1,7,35.09,35.21,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3538,68,16.9922,-9,O,C,O,0.240584,0.0601184,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,40F241,41,2023,2,15,932,-9,30,D,55.6955,2.8485,55.7233,2.822,,-9,74,V,40F241,1,1,R,5.2,-9,-9,3558,320,-9,-9,4.5,1200,69,-9,180,0.8,210,331,-9,-9,-9,-9,-9,-9,180,9,-9,1,7.4,7.3,35.19,35.22,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3558,69,17.1831,-9,O,C,O,0.245502,0.0611375,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,41F242,42,2023,2,15,1248,-9,30,D,56.1245,2.7333,56.1363,2.787,,-9,79,V,41F242,1,1,R,4.9,-9,-9,3596,380,-9,-9,4.5,1200,75,-9,180,0.8,210,70,-9,-9,-9,-9,-9,-9,180,9,-9,1.5,7.5,7.5,35.29,35.3,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3596,75,18.3285,-9,O,C,O,0.2697,0.0659093,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,41F343,43,2023,2,15,1542,-9,30,D,56.1401,3.2973,56.1503,3.351,,-9,66,V,41F343,1,1,R,5,-9,-9,3535,350,-9,-9,4.5,1200,73,-9,180,0.8,210,71,-9,-9,-9,-9,-9,-9,180,9,-9,1.5,7,7,35.13,35.19,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3535,73,17.9467,-9,O,C,O,0.258055,0.0634416,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,38F444,44,2023,2,16,716,-9,30,D,54.8085,4.4051,54.804,4.4583,,-9,51,V,38F444,1,1,R,4.9,-9,-9,3440,260,-9,-9,4.5,1200,77,-9,180,0.8,210,100,-9,-9,-9,-9,-9,-9,225,4,-9,1,6.6,6.5,34.42,34.77,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3440,77,18.7103,-9,O,C,O,0.26488,0.0643634,-9,20252103
HH,NS-IBTS,1,NL,64T2,GOV,60,-9,P,38F445,45,2023,2,16,934,-9,30,D,54.9003,4.7428,54.9221,4.7036,,-9,43,V,38F445,1,1,R,5.2,-9,-9,3502,220,-9,-9,4.5,1200,66,-9,180,0.8,210,313,-9,-9,-9,-9,-9,-9,225,7,-9,1,6.5,6.5,34.63,34.6,-9,-9,20,-9,-9,-9,0,-9,-9,-9,3502,66,16.6104,-9,O,C,O,0.231132,0.0581696,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60024,125,2024,2,7,1314,-9,30,D,59.3017,1.2250,59.3318,1.25,,-9,115,V,-9,1,1,R,2.8,-9,-9,3671,320,-9,-9,4.5,1075,107.6,19.6,-9,-9,-9,14,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3671,107.6,19.6,-9,O,O,O,0.395,0.0719516,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60025,126,2024,2,7,1535,-9,30,D,59.3125,1.6360,59.3435,1.66,,-9,116,V,-9,1,1,R,2.9,-9,-9,3735,320,-9,-9,4.5,1075,106.5,19.2,-9,-9,-9,10,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3735,106.5,19.2,-9,O,O,O,0.397778,0.071712,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60026,127,2024,2,8,755,-9,30,D,59.5908,1.8230,59.6172,1.784,,-9,123,V,-9,1,1,R,3.6,-9,-9,3669,320,-9,-9,4.5,1075,99.5,18.3,-9,-9,-9,320,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3669,99.5,18.3,-9,O,O,O,0.365065,0.0671427,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60027,128,2024,2,8,1106,-9,30,D,59.6898,1.3627,59.7222,1.3768,,-9,113,V,-9,1,1,R,3.6,-9,-9,3695,316,-9,-9,4.5,1075,98.9,18.3,-9,-9,-9,6,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3695,98.9,18.3,-9,O,O,O,0.365436,0.0676185,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60028,129,2024,2,8,1410,-9,30,D,59.7318,0.6987,59.7022,0.6698,,-9,124,V,-9,1,1,R,3.5,-9,-9,3684,352,-9,-9,4.5,1075,98.9,18.4,-9,-9,-9,203,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3684,98.9,18.4,-9,O,O,O,0.364348,0.0677856,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60030,131,2024,2,10,743,-9,30,D,61.0532,2.4580,61.031,2.5112,,-9,163,V,-9,1,1,R,3.3,-9,-9,3810,400,-9,-9,4.5,1075,106.4,-9,-9,-9,-9,126,4.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3810,106.4,-9,-9,O,O,O,0.405384,-9,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60032,133,2024,2,10,1451,-9,30,D,61.0540,1.0185,61.0308,1.0665,,-9,155,V,-9,1,1,R,3.5,-9,-9,3680,400,-9,-9,4.5,1075,106.7,20,-9,-9,-9,132,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3680,106.7,20,-9,O,O,O,0.392656,0.0736,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60033,134,2024,2,11,754,-9,30,D,61.6635,-0.3463,61.6815,-0.286,,-9,212,V,-9,1,1,R,3.1,-9,-9,3830,500,-9,-9,4.5,1075,116,20.5,-9,-9,-9,78,4.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3830,116,20.5,-9,O,O,O,0.44428,0.078515,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60034,135,2024,2,11,1150,-9,30,D,61.5703,0.5432,61.5507,0.5992,,-9,198,V,-9,1,1,R,3.2,-9,-9,3717,484,-9,-9,4.5,1075,115.3,20.3,-9,-9,-9,133,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3717,115.3,20.3,-9,O,O,O,0.42857,0.0754551,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60035,136,2024,2,11,1537,-9,23,D,61.5505,1.1527,61.5673,1.113,,-9,186,V,-9,1,1,R,3.4,-9,-9,2832,470,-9,-9,4.5,1075,107.4,19.1,-9,-9,-9,309,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2832,107.4,19.1,-9,O,O,O,0.304157,0.0540912,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60036,137,2024,2,12,1232,-9,30,D,60.7793,0.5603,60.8047,0.5158,,-9,141,V,-9,1,1,R,3.5,-9,-9,3743,360,-9,-9,4.5,1075,101,19.5,-9,-9,-9,324,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3743,101,19.5,-9,O,O,O,0.378043,0.0729885,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60037,138,2024,2,12,1548,-9,30,D,61.1288,0.6705,61.1583,0.636,,-9,163,V,-9,1,1,R,3.5,-9,-9,3787,420,-9,-9,4.5,1075,106.4,20.1,-9,-9,-9,327,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3787,106.4,20.1,-9,O,O,O,0.402937,0.0761187,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60038,139,2024,2,13,737,-9,30,D,60.1368,-0.2877,60.1108,-0.3265,,-9,137,V,-9,1,1,R,3.6,-9,-9,3630,340,-9,-9,4.5,1075,104.3,19,-9,-9,-9,214,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3630,104.3,19,-9,O,O,O,0.378609,0.06897,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60039,140,2024,2,13,1051,-9,30,D,60.0542,0.3315,60.086,0.3178,,-9,133,V,-9,1,1,R,3.6,-9,-9,3648,360,-9,-9,4.5,1075,101.4,18.7,-9,-9,-9,336,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3648,101.4,18.7,-9,O,O,O,0.369907,0.0682176,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60040,141,2024,2,13,1538,-9,30,D,60.2268,1.4375,60.2593,1.4192,,-9,118,V,-9,1,1,R,3.6,-9,-9,3804,336,-9,-9,4.5,1075,98.8,19.2,-9,-9,-9,335,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3804,98.8,19.2,-9,O,O,O,0.375835,0.0730368,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60041,142,2024,2,14,729,-9,30,D,60.3810,1.2333,60.4155,1.2468,,-9,136,V,-9,1,1,R,3.5,-9,-9,3917,360,-9,-9,4.5,1075,102.4,19.5,-9,-9,-9,11,4.2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3917,102.4,19.5,-9,O,O,O,0.401101,0.0763815,-9,20252103
HH,NS-IBTS,1,NO,58G2,GOV,110,D,P,60042,143,2024,2,14,1007,-9,30,D,60.6285,1.5465,60.6213,1.4813,,-9,141,V,-9,1,1,R,3.4,-9,-9,3669,360,-9,-9,4.5,1075,104.1,19.2,-9,-9,-9,253,3.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3669,104.1,19.2,-9,O,O,O,0.381943,0.0704448,-9,20252103
